Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2023/24

;;;;;;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Sigtuna;0191;Stockholms län;01;Samtliga;Svenska;407;202;205;96,1;~100;..;13,4;14,5;12,4;94,2;94,8;93,6;
Sigtuna;0191;Stockholms län;01;Kommunal;Engelska;368;188;180;97,8;..;~100;15,6;15,7;15,4;86,6;90,4;82,9;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska;222;117;105;94,6;~100;..;13,0;14,3;11,6;92,1;92,9;91,3;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska som andraspråk;153;70;83;71,9;81,4;63,9;8,6;10,2;7,2;83,2;85,4;81,4;
Sigtuna;0191;Stockholms län;01;Kommunal;Matematik;359;181;178;74,7;75,7;73,6;9,6;9,6;9,6;84,5;87,0;82,0;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska;185;85;100;~100;~100;~100;13,9;14,7;13,3;96,9;97,7;96,2;
Sigtuna;0191;Stockholms län;01;Enskild;Matematik;194;86;108;91,2;90,7;91,7;12,5;11,9;13,0;95,6;93,5;97,3;
Sigtuna;0191;Stockholms län;01;Enskild;Engelska;196;87;109;~100;~100;100,0;16,9;16,9;16,9;96,6;94,6;98,2;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska som andraspråk;12;..;..;~100;..;..;11,5;..;..;100,0;..;..;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska;164;71;93;91,5;~100;..;12,3;13,4;11,5;86,8;80,7;92,1;
Simrishamn;1291;Skåne län;12;Samtliga;Matematik;184;76;108;83,2;81,6;84,3;10,5;10,5;10,6;87,2;79,2;93,9;
Simrishamn;1291;Skåne län;12;Samtliga;Engelska;184;77;107;93,5;~100;..;14,1;14,6;13,7;87,2;80,2;93,0;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska som andraspråk;17;..;..;..;..;..;5,6;..;5,7;77,3;..;78,6;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska som andraspråk;14;..;..;..;..;..;3,9;..;..;73,7;..;..;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska;127;55;72;89,0;~100;..;11,2;12,7;10,1;88,2;83,3;92,3;
Simrishamn;1291;Skåne län;12;Kommunal;Matematik;142;58;84;79,6;77,6;81,0;9,8;9,9;9,7;87,1;78,4;94,4;
Simrishamn;1291;Skåne län;12;Kommunal;Engelska;146;64;82;91,8;~100;..;13,3;14,2;12,7;89,6;86,5;92,1;
Simrishamn;1291;Skåne län;12;Enskild;Svenska;37;16;21;100,0;100,0;100,0;16,1;15,9;16,2;82,2;72,7;91,3;
Simrishamn;1291;Skåne län;12;Enskild;Matematik;42;18;24;~100;~100;~100;13,1;12,2;13,8;87,5;81,8;92,3;
Simrishamn;1291;Skåne län;12;Enskild;Engelska;38;13;25;100,0;100,0;100,0;17,0;16,5;17,2;79,2;59,1;96,2;
Simrishamn;1291;Skåne län;12;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska;135;71;64;~100;100,0;~100;13,7;14,5;12,8;91,8;92,2;91,4;
Sjöbo;1265;Skåne län;12;Samtliga;Matematik;149;77;72;73,2;72,7;73,6;9,3;9,1;9,4;90,3;89,5;91,1;
Sjöbo;1265;Skåne län;12;Samtliga;Engelska;144;76;68;93,1;93,4;92,6;14,0;13,9;14,0;87,3;88,4;86,1;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska som andraspråk;16;..;..;~100;..;..;9,5;..;..;88,9;..;..;
Sjöbo;1265;Skåne län;12;Kommunal;Svenska som andraspråk;15;..;..;~100;..;..;9,5;..;..;88,2;..;..;
Sjöbo;1265;Skåne län;12;Kommunal;Engelska;136;75;61;94,1;..;~100;14,1;13,9;14,4;86,6;88,2;84,7;
Sjöbo;1265;Skåne län;12;Kommunal;Matematik;141;76;65;73,0;72,4;73,8;9,3;9,1;9,5;89,8;89,4;90,3;
Sjöbo;1265;Skåne län;12;Kommunal;Svenska;128;70;58;~100;100,0;~100;13,8;14,5;12,9;91,4;92,1;90,6;
Sjöbo;1265;Skåne län;12;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Sjöbo;1265;Skåne län;12;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;Svenska;155;71;84;90,3;~100;..;12,0;13,8;10,4;85,6;86,6;84,8;
Skara;1495;Västra Götalands län;14;Samtliga;Svenska som andraspråk;38;16;22;65,8;~100;..;7,0;8,6;5,9;88,4;94,1;84,6;
Skara;1495;Västra Götalands län;14;Samtliga;Matematik;195;84;111;82,6;89,3;77,5;10,5;11,5;9,8;87,1;84,8;88,8;
Skara;1495;Västra Götalands län;14;Samtliga;Engelska;189;85;104;94,7;94,1;95,2;14,5;14,6;14,4;84,4;85,9;83,2;
Skara;1495;Västra Götalands län;14;Kommunal;Engelska;166;74;92;94,0;93,2;94,6;14,2;14,3;14,1;85,6;87,1;84,4;
Skara;1495;Västra Götalands län;14;Kommunal;Matematik;168;72;96;80,4;88,9;74,0;10,3;11,7;9,2;86,6;84,7;88,1;
Skara;1495;Västra Götalands län;14;Kommunal;Svenska som andraspråk;38;16;22;65,8;~100;..;7,0;8,6;5,9;88,4;94,1;84,6;
Skara;1495;Västra Götalands län;14;Kommunal;Svenska;130;59;71;90,0;~100;..;11,7;13,6;10,0;86,1;86,8;85,5;
Skara;1495;Västra Götalands län;14;Enskild;Matematik;27;12;15;~100;~100;100,0;11,9;10,2;13,2;90,0;85,7;93,8;
Skara;1495;Västra Götalands län;14;Enskild;Engelska;23;11;12;100,0;100,0;100,0;16,5;16,6;16,5;76,7;78,6;75,0;
Skara;1495;Västra Götalands län;14;Enskild;Svenska;25;12;13;~100;100,0;~100;13,5;14,6;12,5;83,3;85,7;81,3;
Skellefteå;2482;Västerbottens län;24;Samtliga;Svenska;712;355;357;94,8;97,2;92,4;13,0;14,0;12,0;92,0;92,7;91,3;
Skellefteå;2482;Västerbottens län;24;Samtliga;Matematik;734;362;372;87,6;86,5;88,7;11,8;11,4;12,1;86,9;87,2;86,5;
Skellefteå;2482;Västerbottens län;24;Samtliga;Engelska;777;390;387;98,5;98,2;98,7;15,9;15,7;16,1;92,0;94,0;90,0;
Skellefteå;2482;Västerbottens län;24;Samtliga;Svenska som andraspråk;54;27;27;63,0;70,4;55,6;7,4;8,2;6,6;77,1;84,4;71,1;
Skellefteå;2482;Västerbottens län;24;Kommunal;Svenska som andraspråk;52;26;26;61,5;69,2;53,8;7,3;8,2;6,3;77,6;86,7;70,3;
Skellefteå;2482;Västerbottens län;24;Kommunal;Svenska;646;314;332;94,7;97,1;92,5;13,0;14,0;12,0;91,9;92,9;91,0;
Skellefteå;2482;Västerbottens län;24;Kommunal;Matematik;666;320;346;88,0;86,9;89,0;11,8;11,5;12,1;86,4;87,0;85,9;
Skellefteå;2482;Västerbottens län;24;Kommunal;Engelska;705;345;360;98,3;98,0;98,6;15,6;15,3;15,9;91,4;93,8;89,3;
Skellefteå;2482;Västerbottens län;24;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Skellefteå;2482;Västerbottens län;24;Enskild;Engelska;72;45;27;100,0;100,0;100,0;18,4;18,4;18,2;97,3;95,7;100,0;
Skellefteå;2482;Västerbottens län;24;Enskild;Svenska;66;41;25;~100;~100;~100;13,7;14,4;12,6;93,0;91,1;96,2;
Skellefteå;2482;Västerbottens län;24;Enskild;Matematik;68;42;26;83,8;..;~100;11,7;11,1;12,5;91,9;89,4;96,3;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Svenska;25;14;11;80,0;~100;..;11,4;12,3;10,2;80,6;77,8;84,6;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Matematik;33;16;17;81,8;~100;~100;9,8;8,4;11,0;84,6;76,2;94,4;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Engelska;33;18;15;81,8;~100;~100;13,9;14,3;13,5;84,6;85,7;83,3;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Engelska;33;18;15;81,8;~100;~100;13,9;14,3;13,5;84,6;85,7;83,3;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Matematik;33;16;17;81,8;~100;~100;9,8;8,4;11,0;84,6;76,2;94,4;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;Svenska;25;14;11;80,0;~100;..;11,4;12,3;10,2;80,6;77,8;84,6;
Skurup;1264;Skåne län;12;Samtliga;Svenska;174;95;79;94,8;~100;..;13,4;13,8;12,8;90,6;89,6;91,9;
Skurup;1264;Skåne län;12;Samtliga;Matematik;178;92;86;77,0;76,1;77,9;9,6;9,5;9,7;85,6;80,7;91,5;
Skurup;1264;Skåne län;12;Samtliga;Engelska;179;95;84;97,2;~100;~100;15,7;15,5;15,8;86,1;83,3;89,4;
Skurup;1264;Skåne län;12;Samtliga;Svenska som andraspråk;14;..;..;..;..;..;6,1;..;..;87,5;..;..;
Skurup;1264;Skåne län;12;Kommunal;Matematik;178;92;86;77,0;76,1;77,9;9,6;9,5;9,7;85,6;80,7;91,5;
Skurup;1264;Skåne län;12;Kommunal;Svenska;174;95;79;94,8;~100;..;13,4;13,8;12,8;90,6;89,6;91,9;
Skurup;1264;Skåne län;12;Kommunal;Svenska som andraspråk;14;..;..;..;..;..;6,1;..;..;87,5;..;..;
Skurup;1264;Skåne län;12;Kommunal;Engelska;179;95;84;97,2;~100;~100;15,7;15,5;15,8;86,1;83,3;89,4;
Skövde;1496;Västra Götalands län;14;Samtliga;Svenska;478;255;223;93,7;96,9;90,1;12,9;13,9;11,8;89,0;88,5;89,6;
Skövde;1496;Västra Götalands län;14;Samtliga;Svenska som andraspråk;68;39;29;85,3;~100;..;10,1;11,6;8,1;88,3;84,8;93,5;
Skövde;1496;Västra Götalands län;14;Samtliga;Engelska;556;300;256;97,3;98,3;96,1;15,4;15,6;15,1;90,6;89,8;91,4;
Skövde;1496;Västra Götalands län;14;Samtliga;Matematik;561;302;259;85,9;86,4;85,3;11,7;11,7;11,7;91,4;90,4;92,5;
Skövde;1496;Västra Götalands län;14;Kommunal;Svenska som andraspråk;67;39;28;85,1;~100;..;10,1;11,6;8,0;88,2;84,8;93,3;
Skövde;1496;Västra Götalands län;14;Kommunal;Svenska;342;174;168;93,0;96,0;89,9;12,8;13,8;11,8;86,6;86,1;87,0;
Skövde;1496;Västra Götalands län;14;Kommunal;Matematik;421;218;203;86,2;86,7;85,7;11,7;11,6;11,9;89,4;87,9;91,0;
Skövde;1496;Västra Götalands län;14;Kommunal;Engelska;418;217;201;97,1;~100;..;15,4;15,6;15,3;88,7;87,5;90,1;
Skövde;1496;Västra Götalands län;14;Enskild;Engelska;138;83;55;~100;~100;~100;15,1;15,6;14,4;96,5;96,5;96,5;
Skövde;1496;Västra Götalands län;14;Enskild;Matematik;140;84;56;85,0;85,7;83,9;11,6;12,0;11,2;97,9;97,7;98,2;
Skövde;1496;Västra Götalands län;14;Enskild;Svenska;136;81;55;95,6;~100;..;13,1;14,1;11,6;95,8;94,2;98,2;
Skövde;1496;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Svenska;93;52;41;93,5;~100;~100;12,3;13,7;10,6;84,5;88,1;80,4;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Matematik;98;55;43;92,9;~100;~100;12,2;12,1;12,4;81,7;87,3;75,4;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Engelska;99;52;47;~100;~100;~100;14,8;15,1;14,5;82,5;82,5;82,5;
Smedjebacken;2061;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Svenska;93;52;41;93,5;~100;~100;12,3;13,7;10,6;84,5;88,1;80,4;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Matematik;98;55;43;92,9;~100;~100;12,2;12,1;12,4;81,7;87,3;75,4;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Engelska;99;52;47;~100;~100;~100;14,8;15,1;14,5;82,5;82,5;82,5;
Smedjebacken;2061;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Svenska som andraspråk;16;..;..;..;..;..;6,1;..;5,8;72,7;..;62,5;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Svenska;165;82;83;87,3;92,7;81,9;11,1;12,5;9,7;90,7;92,1;89,2;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Matematik;181;87;94;80,1;81,6;78,7;9,9;10,1;9,7;88,7;91,6;86,2;
Sollefteå;2283;Västernorrlands län;22;Samtliga;Engelska;182;89;93;94,0;~100;..;14,2;14,6;13,7;89,2;93,7;85,3;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Engelska;182;89;93;94,0;~100;..;14,2;14,6;13,7;89,2;93,7;85,3;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Matematik;181;87;94;80,1;81,6;78,7;9,9;10,1;9,7;88,7;91,6;86,2;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Svenska;165;82;83;87,3;92,7;81,9;11,1;12,5;9,7;90,7;92,1;89,2;
Sollefteå;2283;Västernorrlands län;22;Kommunal;Svenska som andraspråk;16;..;..;..;..;..;6,1;..;5,8;72,7;..;62,5;
Sollentuna;0163;Stockholms län;01;Samtliga;Engelska;1 067;499;568;99,1;~100;..;17,0;17,1;16,9;92,9;92,7;93,1;
Sollentuna;0163;Stockholms län;01;Samtliga;Svenska som andraspråk;172;84;88;85,5;88,1;83,0;10,6;11,5;9,8;92,1;93,5;90,9;
Sollentuna;0163;Stockholms län;01;Samtliga;Svenska;914;423;491;96,9;~100;..;14,8;15,9;13,9;93,4;92,4;94,3;
Sollentuna;0163;Stockholms län;01;Samtliga;Matematik;1 079;507;572;93,6;94,5;92,8;13,7;13,6;13,8;92,2;92,0;92,3;
Sollentuna;0163;Stockholms län;01;Kommunal;Matematik;799;366;433;93,5;94,8;92,4;13,7;13,7;13,8;91,6;91,0;92,1;
Sollentuna;0163;Stockholms län;01;Kommunal;Svenska;697;320;377;96,4;~100;..;14,7;15,8;13,9;93,1;92,0;94,0;
Sollentuna;0163;Stockholms län;01;Kommunal;Svenska som andraspråk;106;46;60;81,1;80,4;81,7;10,2;10,8;9,8;90,9;90,6;91,2;
Sollentuna;0163;Stockholms län;01;Kommunal;Engelska;785;357;428;99,0;~100;..;17,0;17,1;16,9;92,4;91,5;93,2;
Sollentuna;0163;Stockholms län;01;Enskild;Engelska;282;142;140;~100;~100;~100;17,0;17,2;16,9;94,3;96,0;92,7;
Sollentuna;0163;Stockholms län;01;Enskild;Matematik;280;141;139;93,9;93,6;94,2;13,5;13,2;13,8;93,7;94,6;92,7;
Sollentuna;0163;Stockholms län;01;Enskild;Svenska;217;103;114;~100;100,0;~100;14,9;16,0;13,9;94,3;93,6;95,0;
Sollentuna;0163;Stockholms län;01;Enskild;Svenska som andraspråk;66;38;28;92,4;~100;~100;11,3;12,3;10,0;94,3;97,4;90,3;
Solna;0184;Stockholms län;01;Samtliga;Engelska;653;312;341;98,0;97,8;98,2;16,7;16,8;16,6;88,6;89,1;88,1;
Solna;0184;Stockholms län;01;Samtliga;Svenska som andraspråk;78;36;42;65,4;69,4;61,9;7,9;8,4;7,5;91,9;92,3;91,5;
Solna;0184;Stockholms län;01;Samtliga;Svenska;588;281;307;94,4;97,5;91,5;13,8;15,0;12,7;90,3;90,4;90,3;
Solna;0184;Stockholms län;01;Samtliga;Matematik;642;305;337;87,1;86,2;87,8;12,5;12,2;12,8;87,1;87,1;87,1;
Solna;0184;Stockholms län;01;Kommunal;Engelska;275;116;159;98,2;~100;~100;16,2;16,0;16,4;87,6;90,6;85,5;
Solna;0184;Stockholms län;01;Kommunal;Matematik;275;115;160;83,3;76,5;88,1;11,8;10,3;12,8;87,6;89,8;86,0;
Solna;0184;Stockholms län;01;Kommunal;Svenska;240;98;142;96,7;100,0;94,4;14,3;15,6;13,4;89,2;90,7;88,2;
Solna;0184;Stockholms län;01;Kommunal;Svenska som andraspråk;38;18;20;52,6;55,6;50,0;5,9;5,7;6,1;86,7;90,0;84,0;
Solna;0184;Stockholms län;01;Enskild;Engelska;378;196;182;97,9;~100;..;17,0;17,3;16,8;89,4;88,3;90,5;
Solna;0184;Stockholms län;01;Enskild;Svenska;348;183;165;92,8;96,2;89,1;13,4;14,6;12,1;91,1;90,1;92,2;
Solna;0184;Stockholms län;01;Enskild;Svenska som andraspråk;40;18;22;77,5;~100;..;9,8;11,1;8,8;97,6;94,7;100,0;
Solna;0184;Stockholms län;01;Enskild;Matematik;367;190;177;89,9;92,1;87,6;13,0;13,4;12,7;86,8;85,6;88,1;
Sorsele;2422;Västerbottens län;24;Samtliga;Engelska;15;..;..;100,0;..;..;17,2;..;..;88,2;..;..;
Sorsele;2422;Västerbottens län;24;Samtliga;Matematik;14;..;..;~100;..;..;12,7;..;..;82,4;..;..;
Sorsele;2422;Västerbottens län;24;Samtliga;Svenska;14;..;..;100,0;..;..;15,5;..;..;82,4;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Svenska;14;..;..;100,0;..;..;15,5;..;..;82,4;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Matematik;14;..;..;~100;..;..;12,7;..;..;82,4;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;Engelska;15;..;..;100,0;..;..;17,2;..;..;88,2;..;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Engelska;74;38;36;~100;~100;100,0;16,8;16,9;16,7;97,4;100,0;94,7;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Matematik;71;36;35;93,0;~100;~100;12,6;12,6;12,6;93,4;94,7;92,1;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Svenska;73;36;37;93,2;~100;~100;13,3;14,2;12,4;98,6;100,0;97,4;
Sotenäs;1427;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Engelska;74;38;36;~100;~100;100,0;16,8;16,9;16,7;97,4;100,0;94,7;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Matematik;71;36;35;93,0;~100;~100;12,6;12,6;12,6;93,4;94,7;92,1;
Sotenäs;1427;Västra Götalands län;14;Kommunal;Svenska;73;36;37;93,2;~100;~100;13,3;14,2;12,4;98,6;100,0;97,4;
Staffanstorp;1230;Skåne län;12;Samtliga;Matematik;318;150;168;89,6;86,0;92,9;12,5;11,5;13,4;91,1;87,7;94,4;
Staffanstorp;1230;Skåne län;12;Samtliga;Engelska;308;152;156;98,4;~100;~100;16,1;15,7;16,6;88,3;88,9;87,6;
Staffanstorp;1230;Skåne län;12;Samtliga;Svenska;306;143;163;95,4;~100;..;13,1;13,9;12,4;91,9;88,8;94,8;
Staffanstorp;1230;Skåne län;12;Samtliga;Svenska som andraspråk;12;..;..;..;..;..;6,7;..;..;75,0;..;..;
Staffanstorp;1230;Skåne län;12;Kommunal;Svenska som andraspråk;12;..;..;..;..;..;6,7;..;..;75,0;..;..;
Staffanstorp;1230;Skåne län;12;Kommunal;Engelska;308;152;156;98,4;~100;~100;16,1;15,7;16,6;88,3;88,9;87,6;
Staffanstorp;1230;Skåne län;12;Kommunal;Matematik;318;150;168;89,6;86,0;92,9;12,5;11,5;13,4;91,1;87,7;94,4;
Staffanstorp;1230;Skåne län;12;Kommunal;Svenska;306;143;163;95,4;~100;..;13,1;13,9;12,4;91,9;88,8;94,8;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Matematik;340;164;176;83,2;86,0;80,7;11,1;11,3;10,9;89,0;87,7;90,3;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Svenska som andraspråk;26;..;..;80,8;..;~100;9,9;..;9,6;74,3;..;85,0;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Svenska;314;158;156;94,3;~100;..;12,9;14,0;11,7;90,5;91,9;89,1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;Engelska;351;170;181;98,3;~100;~100;15,6;15,9;15,3;92,1;91,4;92,8;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Svenska som andraspråk;23;..;..;78,3;..;~100;9,6;..;9,5;71,9;..;83,3;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Svenska;295;144;151;94,2;~100;..;12,9;14,1;11,7;89,9;91,1;88,8;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Engelska;330;156;174;98,2;~100;~100;15,6;15,9;15,3;91,9;91,3;92,6;
Stenungsund;1415;Västra Götalands län;14;Kommunal;Matematik;318;149;169;83,6;86,6;81,1;11,2;11,4;11,0;88,3;86,6;89,9;
Stenungsund;1415;Västra Götalands län;14;Enskild;Svenska;19;..;..;~100;100,0;..;12,6;13,2;..;100,0;100,0;..;
Stenungsund;1415;Västra Götalands län;14;Enskild;Matematik;22;..;..;77,3;~100;..;9,7;10,2;..;100,0;100,0;..;
Stenungsund;1415;Västra Götalands län;14;Enskild;Engelska;21;..;..;100,0;100,0;..;16,2;16,1;..;95,5;93,3;..;
Stenungsund;1415;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Stockholm;0180;Stockholms län;01;Samtliga;Engelska;9 826;4 790;5 036;98,7;98,9;98,6;17,0;17,1;16,9;91,8;91,4;92,2;
Stockholm;0180;Stockholms län;01;Samtliga;Matematik;9 593;4 674;4 919;90,1;89,3;90,9;13,1;12,8;13,3;89,7;89,2;90,1;
Stockholm;0180;Stockholms län;01;Samtliga;Svenska;8 583;4 244;4 339;96,9;98,6;95,3;14,5;15,3;13,6;93,0;92,4;93,6;
Stockholm;0180;Stockholms län;01;Samtliga;Svenska som andraspråk;1 240;552;688;76,3;83,7;70,3;9,3;10,5;8,4;84,3;85,4;83,4;
Stockholm;0180;Stockholms län;01;Kommunal;Engelska;6 224;2 930;3 294;98,5;98,6;98,3;16,7;16,8;16,7;91,5;91,2;91,7;
Stockholm;0180;Stockholms län;01;Kommunal;Matematik;6 030;2 834;3 196;89,5;88,4;90,5;13,0;12,7;13,2;88,7;88,2;89,1;
Stockholm;0180;Stockholms län;01;Kommunal;Svenska;5 429;2 580;2 849;96,6;98,4;94,9;14,3;15,2;13,5;93,3;92,8;93,7;
Stockholm;0180;Stockholms län;01;Kommunal;Svenska som andraspråk;774;347;427;74,7;81,6;69,1;8,9;10,0;8,1;78,8;80,1;77,8;
Stockholm;0180;Stockholms län;01;Enskild;Svenska;3 154;1 664;1 490;97,6;99,0;96,0;14,7;15,4;13,8;92,5;91,7;93,4;
Stockholm;0180;Stockholms län;01;Enskild;Matematik;3 563;1 840;1 723;91,2;90,7;91,6;13,2;13,0;13,5;91,4;90,8;92,1;
Stockholm;0180;Stockholms län;01;Enskild;Svenska som andraspråk;466;205;261;79,0;87,3;72,4;10,0;11,3;9,0;95,3;96,2;94,6;
Stockholm;0180;Stockholms län;01;Enskild;Engelska;3 602;1 860;1 742;99,2;99,4;99,0;17,6;17,7;17,5;92,4;91,8;93,1;
Storfors;1760;Värmlands län;17;Samtliga;Engelska;80;38;42;100,0;100,0;100,0;16,0;16,6;15,4;90,9;88,4;93,3;
Storfors;1760;Värmlands län;17;Samtliga;Matematik;82;39;43;91,5;~100;~100;12,0;12,0;12,0;93,2;90,7;95,6;
Storfors;1760;Värmlands län;17;Samtliga;Svenska;73;35;38;~100;100,0;~100;13,9;14,9;13,0;91,3;87,5;95,0;
Storfors;1760;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Storfors;1760;Värmlands län;17;Kommunal;Engelska;37;18;19;100,0;100,0;100,0;15,0;15,6;14,5;92,5;85,7;100,0;
Storfors;1760;Värmlands län;17;Kommunal;Svenska;33;16;17;~100;100,0;~100;12,6;13,6;11,6;84,6;80,0;89,5;
Storfors;1760;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Storfors;1760;Värmlands län;17;Kommunal;Matematik;38;19;19;84,2;~100;~100;11,0;11,4;10,5;95,0;90,5;100,0;
Storfors;1760;Värmlands län;17;Enskild;Matematik;44;20;24;~100;~100;100,0;12,9;12,5;13,2;91,7;90,9;92,3;
Storfors;1760;Värmlands län;17;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Storfors;1760;Värmlands län;17;Enskild;Svenska;40;19;21;100,0;100,0;100,0;15,0;15,9;14,2;97,6;95,0;100,0;
Storfors;1760;Värmlands län;17;Enskild;Engelska;43;20;23;100,0;100,0;100,0;16,8;17,5;16,2;89,6;90,9;88,5;
Storuman;2421;Västerbottens län;24;Samtliga;Matematik;66;32;34;87,9;~100;~100;11,6;11,0;12,1;88,0;88,9;87,2;
Storuman;2421;Västerbottens län;24;Samtliga;Engelska;70;34;36;~100;~100;100,0;15,8;16,0;15,6;93,3;94,4;92,3;
Storuman;2421;Västerbottens län;24;Samtliga;Svenska;66;32;34;77,3;84,4;70,6;9,7;10,9;8,6;94,3;94,1;94,4;
Storuman;2421;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Storuman;2421;Västerbottens län;24;Kommunal;Engelska;70;34;36;~100;~100;100,0;15,8;16,0;15,6;93,3;94,4;92,3;
Storuman;2421;Västerbottens län;24;Kommunal;Matematik;66;32;34;87,9;~100;~100;11,6;11,0;12,1;88,0;88,9;87,2;
Storuman;2421;Västerbottens län;24;Kommunal;Svenska;66;32;34;77,3;84,4;70,6;9,7;10,9;8,6;94,3;94,1;94,4;
Storuman;2421;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Strängnäs;0486;Södermanlands län;04;Samtliga;Svenska som andraspråk;37;21;16;70,3;71,4;68,8;8,4;8,5;8,3;88,1;87,5;88,9;
Strängnäs;0486;Södermanlands län;04;Samtliga;Engelska;408;203;205;97,8;..;~100;15,6;15,2;16,0;85,2;86,4;84,0;
Strängnäs;0486;Södermanlands län;04;Samtliga;Svenska;397;193;204;91,7;95,3;88,2;12,9;14,0;11,9;90,8;91,5;90,3;
